hs_class,text
negative,oh iya saya ingat nih anda yang selingkuh pakai acara ngewe ngewe itu kan 
positive,baru kali ini ada calon presiden goblok bin dungu nada provokatif begitu ya kampret pada percaya heran aku calon presiden goblok 
positive,acara berikutnya bang karni saya usul lindungi anak dari bahaya mengaji alquran
positive,kamu lihat tidak susilo bambang yudhoyono hampir didemo tiap hari tidak ada yang ditangkap lah sekarang jokowi diktatornya kelihatan semua pada ditangkap
negative,intinya pokok pikiran adalah sumatra memiliki kekayaan atas oil karet sawit batubara dan lain sebagainya dan tidak ingin kekayaan mereka dijual oleh pemerintah jawa pada asing dan koruptor terlebih bisa jalankan syarat islam tanpa
positive,pak sebagai pejabat negara anda harus segera buat keputusan presiden rancangan undang undang islam dilarang di indonesia
negative,pernah di trump bangkrut hingga minus jutaan dolar tapi dia bisa membalik kekayaan itu hingga jadi presiden di us bahkan walau saya bujang dan kadang agak seret tapi saya lebih kayak daripada status nominal di trump saat itu 
positive,pengirimnya kampang kalau kamu butuh a i kampang apaan gue kasih tau anak haram 
positive,paham kan hukum menuduh pelacur sih an nur begini ini islam apa kafir ini tugas ulama bukan malah mengompori
negative,kementerian keuangan melalui direktorat jenderal pajak direktorat jenderal pajak menargetkan penerimaan pajak 2018 sebesar rupiah 1 454 5 triliun 
negative,kuliah mengubah semua cara pikirku guys aku mau beli anting saja ky najis mahal banget mending bikin sendiri pada intinya gue tidak mau rugi wkwk ya allah 
negative,kamu tidak paham soal hukum alat tukar itu yang jadi masalah jual beli yang melibatkan uang dengan yang tidak itu beda besi ditukar dengan besi iru serupa dengan onta ditukar dengan onta dalam jumlah tak sama beda dengan
positive,monyet prabowo ini memang lucu
negative,aku terlahir dari keluarga muslim dan aku aku memilih jalan ku sendiri menjadi seorang kristiani karena pacar lingkungan no no no jauh sebelum pacaran sama dia aku sudah te arik dan belajar kristen dia cuma menjadi sedikit faktor pengyakin saja 
negative,jadi mandang orang lewat agama kayak biasanya gue tidak pernah peduli sama agama orang terus jadi ada tulisan dia kristen di jidat dia kalau gue dekat dia langsung nyes terus kepikiran haruskah gue pindah 
positive,min apa benar ini orang kerja di kantor pajak kalau iya memalukan sekali kepala kepolisian republik indonesia
negative,dispensasi ini bukan upaya kristenisasi sebab untuk bisa dibaptis menjadi katolik secara teknis seseorang harus mengikuti pelajaran selama minimal 1 tahun dengan 4 tahapan pernikahan tak bisa membuat seseorang se a me a di katolikkan 
negative,when barzan menanyakan isi surat pemberitahuan tahunan padahal praktikum surat pemberitahuan tahunan gue belum mencoba mengisi baru dasar hukum dan lain lain jadi te ara bego 
negative,onta tidak berani 
positive,yang salah itu mereka menulis terdakwa penista agama coba kalau ditulis baginda yang mulia pasti tidak masalah cih 
positive,syamsir alam muslim kan kenapa dia hina ulama 
positive,model kayak begini kita cukupkan lebih baik 2019 ganti presiden
positive,anggotanya ternyata cina yang manusia kampret semua bagaimana tidak kampret mereka teroris keji indonesia memilih the tidak 
negative,eh lebih shock lagi sama indonesia inggris edan indonesianya kental gue 
negative,kalau aku cantik tapi memek ku coklat kamu masih suka tidak dan dan ngentot memek kontol sange pagi crot 
negative,ada perek yang mau dimainkan memeknya yang long reply ya 
positive,memang kejujuran itu mahal hanya dengan 2019 ganti presiden negara kesatuan republik indonesia dapat terbebas dari pengkhianatan bangsa sendiri cc 
negative,dia bilang hidup ini tak selalu melihat ke atas ada kalanya perlu menunduk melihat ke bawah bersyukurlah kamu masih hidup tanpa cacat dan bisa melihat kamu hanya tak ingat memori masa kecilmu ku juga begitu tak ada yang salah tak ada yang aneh 
negative,cape lah di tanyakan hamil lagi kah sampai cuma bisa jawab pakai senyum saja aku itu gendut nah bukan hamil uniform resource locator
negative,terima kasih ya huruf cina v 
positive,wah satu lagi orang dari sorga tapi dungu 
negative,monyet bermuka kucing lagi makan pisang 
positive,bani ege namanya ah goblok 
positive,hiburan malam minggu manusia goblok permanen mau disadarkan dsh tidak bisa lagi bayi otaknya kerendam air ketuban apa gara minum kencing habib onta x
negative,sudah menjadi orang kristen yang lama tidak menjamin bahwa kita telah dewasa rohani hendaknya kita tidak membanggakan diri 
negative,presiden jokowi selalu bersikap takzim kepada para ulama setelah meninjau proyek pembangunan bandara internasional jawa barat di majalengka presiden joko widodo menyempatkan diri berkunjung ke kantor majelis ulama indonesia jawa barat 
negative,saya cape sama orang bolot uniform resource locator
positive,anies sandi bentar lagi terbukti menang karena saracen
negative,banyak lagi isu umat islam yang berlaku lgbt dikatakan dosa pribadi hatta itu maksiat paling jelas kena cegah sebab kisah kaum nabi lut sudah direkamkan dalam alquran dan persoalan dia kita rujuk atau tak alquran dalam kehidupan kita 
positive,dasar menteri ke cebong 2019 ganti presiden presiden dan ganti menteri agama sontoloyo munafik 
negative,tidak ada cuma pindah dari tangan asing ke asing lagi indonesia tetap jadi penonton saja 
negative,katanya tidak mw dengan asing bagaimana inkonsisten dong 
positive,coba ada yang kordinir untuk demo ke dewan perwakilan rakyat suara rakyat bubarkan dewan perwakilan rakyat save komisi pemberantasan korupsi
positive,kondom dan dan me mau rewatch film marvel di televisi dan ayah kamu jangan menonton itu itu itu buatan yahudi orang islam tidak boleh menonton yang ada unsur yahudinya dan me oke dan sebal 
positive,jancuk terkutuk kalian yang memaki gue tsundere 
positive,banci kamu tidak berani balas lagi dasar penakut wkwk di 
negative,ingin gubernur baru gue
positive,bongkar terus pak siapa itu mereka yang berusaha membeli bapak dan pak ai bapak kami rakyat indonesia akan mendukung siapapun yang berani melawan kekuatan para penjajah modern itu pak 2019 ganti presiden jokowi end 2019
positive,wakil rakyat cocot tok mengomong apa berak 
positive,7 era baru pemerintahan jokowi menjanjikan akan menyelesaikan kasus ini namun semua hanya tipuan
negative,tau mampus tidak 
positive,mulutmu bau tai babi pembela orde baru arab pribumi surat pemberitahuan tahunan memalukan ih banyak bacot diculik kamu sama presiden bubar 2030 uniform resource locator
negative,shinobi yang melanggar aturan memang disebut sampah tetapi shinobi yang meninggalkan sahabatnya lebih rendah dari sampah uchiha obito naruto 
positive,anu jangan bilang copras calon presiden selesaikan dulu jadi gubernur eh tau tau nya mencalonkan presiden anu janji saat ini belum ada yang ditepati anu aaa anu sudah ya dilan balikan ke solo 2019 ganti presiden
negative,lagi buat di orang tercengang ialah bila cpc sendiri akhirnya menjadi negara market ekonomi bukan lagi negara 100 komunis tegar yang dipimpin sepe i zaman mau zedong dan liu shaoqi 
positive,alam tidak menipu pak lukman tapi alquran harus dipercaya dari allah subhanahu wa taala menipu nabi diangkat allah subhanahu wa taala juga menipu
positive,yang lucu itu di saat kamu salah rumah di sini bukan rumah penjilat sana jilat junjungan kamu dasar cebong haha 
negative,mantap gubernur pilihan kalian baru padahal kebersihan itu sebagian dari iman jadi ragu dengan imannya anies and sandi
positive,media di indonesia cina komunis
negative,riba dapat latihan kubus
negative,kalau mau proco lihat lihat dululah haha sudah tidak zaman umat katolik mudah diprovokasi macam begini kita sudah tinggalkan abad kegelapan itu beradad abad silam t
positive,dunia kan penuh munafik sok suci sepe i kamu kalau semisal itu ahok pasti kamu bilang kalau tidak salah kenapa kabur tapi karena itu sih cabul adalah sih jijik kamu jilat memek sendiri kamu bohongi diri sendiri kamu tidak be anya kenapa kabur kalau tidak salah meme
negative,semoga koalisi pak bisa lebih bijak dalam menentukan siapa bakal calon wakil presiden mendampingi play station ke pemilihan presiden 2019 saran saya tidak harus dari pak ai koalisi bisa dari tokoh lain yang lebih menjual dan memiliki nilai elektoral tinggi ayo saling legowo 
positive,nanti teriak di zalimi korban orang ibadah kok dilarang dasar rezim anti islam 
positive,prabowo mesti tanggung jawab bangun lagi sekolah yang dibakar
positive,memang dibentuk bani togel untuk digerakan oke cukong penunggang agama bukannn 
positive,jika kasus yang menjerat umat islam polisi berlaku cepat giliran sih penista al alquran sepe inya lambat banget penjarakan penjarakan ahok
negative,hi untuk informasi lebih detail mengenai isu keamanan transaksi tidak dapat di jelaskan karena bersifat confidential 
positive,gue benci banget lihat orang koar koar spoiler avenger alah sebelum avenger keluar juga film film yang lain dibegitukan juga tidak pada protes kenapa baru pada protes sekarang bacot 
negative,kafir itu a inya menutup hati atas kebenaran sedangkan muslim a inya selamat non muslim tidak selamat orang di luar islam lebih senang di bilang non muslim orang yang tidak selamat ketimbang di bilang kafir orang yang menutup hati 
negative,taplak meja wa eg mana ganteng begini 
negative,pe ukaran budaya
positive,indihome ini kacrut memang pernah saking kesal teknisi datang beberapa kali cuma cek pergi tidak solve juga dan sampai 7 hari akhirnya harus pakai katebelece dari seorang direktur jenderal bakal menulis di koran kompas tidak ada 1 jam langsung beres ngehek 
negative,jika dulu seks bebas boleh dikawal dengan peraturan dan undang undang jadi budaya baru sepe i lgbt juga boleh dilaksanakan satu mekanisme yang sesuai bagi mengawalnya kita boleh mengelakkan perkara yang tidak diinginkan berlaku tanpa pembelaan yang sewajarnya
negative,setelah mengantar anak sekolah lihat lihat dunia maya eh kok ada kalimat yang pas untuk gembel warung internet makanya langsung aku cc in biar tidak lupa 
positive,pak ai komunis indonesia itu ilusi ancaman nyata bagi negara kesatuan republik indonesia adalah dan antek antek neo orde baru plus front pembela islam huh dan kelompok khilafah pemuja isis waspada 
positive,nama cantik mu tak seiring hati busuk mu mengakui ber agama tapi kelakuan lebih bagus penyembah berhala dasar apa kamu sebut saya cebong tunjukkan ayat di kitab suci mu adakah manusia harus disebut cebong otak mu dangkal berkedok agama tetapi kelakuan se
negative,sebenarnya apa yang anda cari dan anda ingin dapatkan ri rusuh terpecah belah ri perang saudara kalau yang itu anda harapkan anda dapat hasil apa tidak akan juga dapat apapun kecuali sengsara makan susah kemungkinan hidu
negative,di kantor televisi menayangkan berita driver grab yang mengirim death threat ke cewek tuli bunda pakai suara kecil tai sampai di death threat begitu sial dan dan dan dan dan kish kebiasaan kamu berbicara jorok untung kamu mengomongnya pakai suara yang kecil 
positive,kacrut banget kualitas anggota anggota dewan perwakilan rakyat ini low to the ma an kecewa padamu lah 
negative,tidak usah kepedean bilang kamu bisa sembuhkan kamu punya titit bukan memek 
positive,keadilan bilang ke orang lain anti asing giliran akun media sosialnya diblokir demooooooo nyinyiiiiiir eh impor barang dari cina pula 
negative,gue memang bego sayang sama orang yang jelas jelas tidak sayang dan tidak pernah memikirkan perasaan gue sedikitpun 
negative,apa tag sih kunyuk uniform resource locator
negative,kenapa orang baik selalu dikasih cobaan dengan berhubung sama orang yang berengsek 
positive,waspada ulama jabar jangan mau jadi tamen sih cungkring ini dia itu muka petruk hati dasamuka
negative,gentong kosong kan nyaring bunyinya mbak terbuai dengan kata rayuannya syair syairnya yang keluar dari nyanyiannya juga kadang membuai pendengarnya yang belum pasti terbuai 
positive,pasti kafir bahlul cebong intelligence quotient dua ratus 
negative,siapa yang meninggalkan salat dengan sengaja maka ia kafir terang terangan hari ath thabrani 
positive,bachtiar mabuk pipis onta 
positive,pada akhirnya para bangkai ditemukan
positive,setuju saya dengan low back pain komisi pemelihan umum perlu tetapkan cukup 1 tema saja misalnya 2019 ganti presiden 2019 presiden baru luhut kepada prabowo jika maju tidak usah bawa tema agama 
negative,gubernur sumatra selatan ale urdin sosialisasikan asian games kepada masyarakat se kecamatan sako
negative,kantor gubernur militer sekarang komando resor militer 031 wira bima sumber google kirimkan atau tag 
negative,ada solusi mengeblok efektif tidak juga karena besok buat akun baru lagi sambar buang sampah lagi kita harus bisa jaga kedamaian di lapak kita sendiri biar tidak berhamburan sampah media sosial yang memang tidak berguna sama sekali lonceng buat sambar cuitan orang
positive,batang ah tim kafir kauuu 
negative,6 anda akan mendapatkan pesan notifikasi rahasia kamu ditukarkan dengan tiket masuk penukaran hanya bisa dilakukan di stadion mulai 6 jam sih di 1 jam sebelum mulai di loket khusus tcash 7 pastikan anda memiliki tcash kamu bisa mengakses diskon diskon khusus sampai 20 tcash hanya bisa digunakan
positive,he jijik gue langsung unfriend kamu selamanya baru tau rasa 
positive,ini anak keparat bangsat pak mungkin butuh pembinaan kalau tak bisa dibina mohon dibinasakan saja pak 
negative,iya beda budaya sih sepe inya tapi di jepang juga masih ada yang risih sih sama video musik bikini bikini begitu tapi mereka bikinian jatuhnya tidak se malah lucu begitu 
negative,gubernur rasa presiden sukses terus ya pak semoga allah selalu memudahkan segala urusan bapak 
positive,kalau di thailand ada celeng di indonesia ada cebong dan kampret 
negative,aku tidak mau taehyung yang ini penggemar berat mbak kunti 
positive,perjuangan kalahkan ahok baru awal kita pindah lengserkan jokowi 
negative,rejim saat ini dengan sadar telah mengabaikan prinsip dasar nasionalisme dan fungsi sosial atas tanah keadilan distribusi tanah 
